GenAge ID,name,symbol,organism,functions,Entrez gene id,avg lifespan change (max obsv),lifespan effect,longevity influence,observations
1123,Protein O-MannosylTransferase,PMT1,Saccharomyces cerevisiae,,851462,,Decrease,Unannotated,fitness;;;1293;20657825
1124,PeNTamidine resistance,PNT1,Saccharomyces cerevisiae,,854440,,Decrease,Unannotated,fitness;;;1294;20657825
1125,Protein Phosphatase Z ,PPZ1,Saccharomyces cerevisiae,,854992,,Decrease,Unannotated,fitness;;;1295;20657825
1126,PeroxiRedoXin,PRX1,Saccharomyces cerevisiae,,852215,,Decrease,Unannotated,fitness;;;1296;20657825|fitness;;;1296;20657825
1127,PhosphatidylSerine Decarboxylase,PSD1,Saccharomyces cerevisiae,,855552,,Decrease,Unannotated,fitness;;;1297;20657825
1128,Peptidyl-Trna Hydrolase,PTH1,Saccharomyces cerevisiae,,856596,,Decrease,Unannotated,fitness;;;1298;20657825
1129,Putative serine/Threonine protein Kinase,PTK2,Saccharomyces cerevisiae,,853522,,Decrease,Unannotated,fitness;;;1299;20657825
1130,ubiQuinol-cytochrome C oxidoReductase,QCR7,Saccharomyces cerevisiae,,852142,30,Decrease,Unannotated,fitness;;;1300;20657825|fitness;;;1300;20657825
1131,ubiQuinol-cytochrome C oxidoReductase,QCR8,Saccharomyces cerevisiae,,853273,,Decrease,Unannotated,fitness;;;1301;20657825
1132,RADiation sensitive,RAD55,Saccharomyces cerevisiae,,851648,,Increase and Decrease,Anti-Longevity,fitness;;;1302;20657825|fitness;;;1302;20657825|fitness;;;1302;20657825
1133,Regulator of (H+)-ATPase in Vacuolar membrane,RAV1,Saccharomyces cerevisiae,,853490,,Decrease,Unannotated,fitness;;;1303;20657825
1134,Ras HOmolog,RHO5,Saccharomyces cerevisiae,,855541,,Decrease,Unannotated,fitness;;;1304;20657825
1135,Regulator of IME2,RIM8,Saccharomyces cerevisiae,,852837,,Increase and Decrease,Anti-Longevity,fitness;;;1305;20657825|fitness;;;1305;20657825
1136,RING domain mutant Killed by rtf1 deletion,RKR1,Saccharomyces cerevisiae,,855289,,Decrease,Unannotated,fitness;;;1306;20657825
1137,Resistance to Lethality of MKK1P386 overexpression,RLM1,Saccharomyces cerevisiae,,856016,,Decrease,Unannotated,fitness;;;1307;20657825
1138,Required for Meiotic nuclear Division,RMD8,Saccharomyces cerevisiae,,850609,,Decrease,Unannotated,fitness;;;1308;20657825
1139,Required for Meiotic nuclear Division,RMD9,Saccharomyces cerevisiae,,852771,,Decrease,Unannotated,fitness;;;1309;20657825
1140,Regulatory Particle Non-ATPase,RPN4,Saccharomyces cerevisiae,,851542,,Decrease,Unannotated,fitness;;;1310;20657825
1141,Ribosomal Protein of the Small subunit,RPS21B,Saccharomyces cerevisiae,,853305,20,Decrease,Unannotated,fitness;;;1311;20657825|fitness;;;1311;20657825
1142,Resistant to Rapamycin Deletion,RRD2,Saccharomyces cerevisiae,,855951,,Decrease,Unannotated,fitness;;;1312;20657825
1143,Required for Respiratory Growth,RRG8,Saccharomyces cerevisiae,,856232,,Decrease,Unannotated,fitness;;;1313;20657825
1144,Regulator of rDNA Transcription,RRT12,Saccharomyces cerevisiae,,850412,,Decrease,Unannotated,fitness;;;1314;20657825
1145,Ribosomal Small subunit of Mitochondria,RSM24,Saccharomyces cerevisiae,,851755,,Decrease,Unannotated,fitness;;;1315;20657825
1146,Restriction of Telomere Capping,RTC6,Saccharomyces cerevisiae,,855918,,Decrease,Unannotated,fitness;;;1316;20657825
1147,ReTroGrade regulation,RTG2,Saccharomyces cerevisiae,,852640,,Decrease,Unannotated,fitness;;;1317;20657825|fitness;;;1317;20657825
1148,ReTiculoN-like,RTN1,Saccharomyces cerevisiae,,851819,,Increase and Decrease,Anti-Longevity,fitness;;;1318;20657825|fitness;;;1318;20657825
1149,Regulator of Ty1 Transposition,RTT10,Saccharomyces cerevisiae,,855919,,Decrease,Unannotated,fitness;;;1319;20657825
1150,Snf1 Activating Kinase,SAK1,Saccharomyces cerevisiae,,856866,,Decrease,Unannotated,fitness;;;1320;20657825
1151,S. Cerevisiae DnaJ,SCJ1,Saccharomyces cerevisiae,,855254,,Decrease,Unannotated,fitness;;;1321;20657825
1152,SET domain-containing,SET3,Saccharomyces cerevisiae,,853900,,Decrease,Unannotated,fitness;;;1322;20657825
1153,SaGa associated Factor,SGF29,Saccharomyces cerevisiae,,850347,,Decrease,Unannotated,fitness;;;1323;20657825|fitness;;;1323;20657825
1154,Serine HydroxyMethyltransferase,SHM2,Saccharomyces cerevisiae,,850747,,Increase and Decrease,Anti-Longevity,fitness;;;1324;20657825|fitness;;;1324;20657825
1155,SNF1-Interacting Protein,SIP3,Saccharomyces cerevisiae,,855464,,Decrease,Unannotated,fitness;;;1325;20657825|fitness;;;1325;20657825
1156,Suppressor of Kre Null,SKN7,Saccharomyces cerevisiae,,856613,,Decrease,Unannotated,fitness;;;1326;20657825
1157,Suppressor of MAR Inhibitor,SMI1,Saccharomyces cerevisiae,,853144,,Decrease,Unannotated,fitness;;;1327;20657825
1158,Suppressor Of Los1-1,SOL2,Saccharomyces cerevisiae,,850437,,Decrease,Unannotated,fitness;;;1328;20657825
1159,Stress-Seventy subfamily A,SSA4,Saccharomyces cerevisiae,,856840,,Decrease,Unannotated,fitness;;;1329;20657825|fitness;;;1329;20657825
1160,Suppressor of Sensor Kinase,SSK1,Saccharomyces cerevisiae,,850692,,Decrease,Unannotated,fitness;;;1330;20657825
1161,Suppressor of Sensor Kinase,SSK2,Saccharomyces cerevisiae,,855765,,Decrease,Unannotated,fitness;;;1331;20657825
1162,Ssp120p,SSP120,Saccharomyces cerevisiae,,850952,,Decrease,Unannotated,fitness;;;1332;20657825
1163,Sick Without Securin,SWS2,Saccharomyces cerevisiae,,855643,,Decrease,Unannotated,fitness;;;1333;
1164,Suppressor of mRNA eXport Mutant,SXM1,Saccharomyces cerevisiae,,852004,,Decrease,Unannotated,fitness;;;1334;20657825
1165,Sys1p,SYS1,Saccharomyces cerevisiae,,853453,,Decrease,Unannotated,fitness;;;1335;20657825|fitness;;;1335;20657825
1166,Trafficking of Emp24p/Erv25p-dependent cargo Disrupted,TED1,Saccharomyces cerevisiae,,854772,,Decrease,Unannotated,fitness;;;1336;
1167,Translation Initiation Factor,TIF2,Saccharomyces cerevisiae,,853303,,Increase and Decrease,Anti-Longevity,fitness;;;1337;20657825|fitness;;;1337;20657825|fitness;;;1337;20657825
1168,Translocase of the Outer Mitochondrial membrane,TOM71,Saccharomyces cerevisiae,,856517,,Decrease,Unannotated,fitness;;;1338;20657825
1169,TRna Methyltransferase,TRM44,Saccharomyces cerevisiae,,856077,,Decrease,Unannotated,fitness;;;1339;20657825
1170,Ubiquitin,UBI4,Saccharomyces cerevisiae,,850620,,Decrease,Unannotated,fitness;;;1340;20657825
1171,UBiquitin-specific processing Protease,UBP8,Saccharomyces cerevisiae,,855263,,Decrease,Unannotated,fitness;;;1341;20657825
1172,UBiquitin regulatory X,UBX4,Saccharomyces cerevisiae,,855089,,Decrease,Unannotated,fitness;;;1342;20657825
1173,Ubiquitin Fusion Degradation,UFD2,Saccharomyces cerevisiae,,851337,,Decrease,Unannotated,fitness;;;1343;20657825
1174,UnProceSsed,UPS2,Saccharomyces cerevisiae,,850865,,Decrease,Unannotated,fitness;;;1344;20657825
1175,VAc8p Binding,VAB2,Saccharomyces cerevisiae,,856713,,Decrease,Unannotated,fitness;;;1345;20657825
1176,VACuole related,VAC17,Saccharomyces cerevisiae,,850296,,Decrease,Unannotated,fitness;;;1346;20657825
1177,Viable in a Hal3 Sit4 background,VHS1,Saccharomyces cerevisiae,,851834,,Increase and Decrease,Anti-Longevity,fitness;;;1347;20657825|fitness;;;1347;20657825|fitness;;;1347;20657825
1178,Viable in a Hal3 Sit4 background,VHS3,Saccharomyces cerevisiae,,854220,,Decrease,Unannotated,fitness;;;1348;20657825
1179,Vacuolar Import and Degradation,VID30,Saccharomyces cerevisiae,,852624,,Increase and Decrease,Anti-Longevity,fitness;;;1349;20657825|fitness;;;1349;20657825
1180,Vacuolar Protein Sorting,VPS21,Saccharomyces cerevisiae,,854256,,Decrease,Unannotated,fitness;;;1350;20657825
1181,Vacuolar Protein Sorting,VPS25,Saccharomyces cerevisiae,,853566,,Decrease,Unannotated,fitness;;;1351;20657825
1182,Vacuolar Protein Sorting,VPS27,Saccharomyces cerevisiae,,855739,,Decrease,Unannotated,fitness;;;1352;20657825
1183,Vacuolar Protein Sorting,VPS8,Saccharomyces cerevisiae,,851261,,Decrease,Unannotated,fitness;;;1353;20657825
1184,VpsTwenty Associated,VTA1,Saccharomyces cerevisiae,,850878,,Decrease,Unannotated,fitness;;;1354;20657825
1185,WHIskey,WHI3,Saccharomyces cerevisiae,,855524,25,Decrease,Unannotated,fitness;;;1355;20657825|fitness;;;1355;20657825
1186,17-beta-hydroxysteroid dehydrogenase-like protein,YBR056W,Saccharomyces cerevisiae,,852346,,Decrease,Unannotated,fitness;;;1356;20657825|fitness;;;1356;20657825
1187,Ycp4p,YCP4,Saccharomyces cerevisiae,,850360,,Decrease,Unannotated,fitness;;;1357;|fitness;;;1357;
1188,hypothetical protein,YCR043C,Saccharomyces cerevisiae,,850410,,Decrease,Unannotated,fitness;;;1358;
1189,hypothetical protein,YCR050C,Saccharomyces cerevisiae,,850417,,Decrease,Unannotated,fitness;;;1359;
1190,hypothetical protein,YDL057W,Saccharomyces cerevisiae,,851502,,Decrease,Unannotated,fitness;;;1360;
1191,hypothetical protein,YGL010W,Saccharomyces cerevisiae,,852874,,Decrease,Unannotated,fitness;;;1361;
1192,hypothetical protein,YGL235W,Saccharomyces cerevisiae,,852615,,Increase and Decrease,Anti-Longevity,fitness;;;1362;|fitness;;;1362;|fitness;;;1362;
1193,hypothetical protein,YGR053C,Saccharomyces cerevisiae,,852944,,Decrease,Unannotated,fitness;;;1363;
1194,hypothetical protein,YHL008C,Saccharomyces cerevisiae,,856381,,Decrease,Unannotated,fitness;;;1364;
1195,hypothetical protein,YIL077C,Saccharomyces cerevisiae,,854733,,Decrease,Unannotated,fitness;;;1365;
1196,hypothetical protein,YJL147C,Saccharomyces cerevisiae,,853294,,Decrease,Unannotated,fitness;;;1366;
1197,Est1A/B-Smg6/5-Like,ESL2,Saccharomyces cerevisiae,,853971,,Decrease,Unannotated,fitness;;;1367;
1198,hypothetical protein,YLR312C,Saccharomyces cerevisiae,,851021,,Decrease,Unannotated,fitness;;;1368;20657825
1199,hypothetical protein,YMR084W,Saccharomyces cerevisiae,,855108,,Decrease,Unannotated,fitness;;;1369;
1200,glucose-6-phosphate 1-epimerase,YMR099C,Saccharomyces cerevisiae,,855125,,Decrease,Unannotated,fitness;;;1370;
1201,Cytochrome Oxidase Assembly,COA6,Saccharomyces cerevisiae,,855287,,Decrease,Unannotated,fitness;;;1371;
1202,Repressor Of Ypt52,ROY1,Saccharomyces cerevisiae,,855300,,Decrease,Unannotated,fitness;;;1372;20657825
1203,hypothetical protein,YNL190W,Saccharomyces cerevisiae,,855531,,Decrease,Unannotated,fitness;;;1373;20657825
1204,hypothetical protein,YOR052C,Saccharomyces cerevisiae,,854217,,Decrease,Unannotated,fitness;;;1374;
1205,non-specific serine/threonine protein kinase,YPL150W,Saccharomyces cerevisiae,,855953,,Decrease,Unannotated,fitness;;;1375;
1206,hypothetical protein,YPL225W,Saccharomyces cerevisiae,,855876,,Decrease,Unannotated,fitness;;;1376;
1207,hypothetical protein,YPR153W,Saccharomyces cerevisiae,,856276,,Decrease,Unannotated,fitness;;;1377;
1208,Yeast Protein Two,YPT7,Saccharomyces cerevisiae,,855012,40,Decrease,Unannotated,fitness;;;1378;|fitness;;;1378;|fitness;;;1378;
1209,ADEnine requiring,ADE17,Saccharomyces cerevisiae,,855149,,Decrease,Unannotated,fitness;;;1379;20657825
1210,ADenylate Kinase,ADK1,Saccharomyces cerevisiae,,851812,,Decrease,Unannotated,fitness;;;1381;20421943
1211,Altered Inheritance rate of Mitochondria,AIM36,Saccharomyces cerevisiae,,855189,,Decrease,Unannotated,fitness;;;1382;20421943
1212,AminoPEptidase,APE3,Saccharomyces cerevisiae,,852589,,Decrease,Unannotated,fitness;;;1384;20421943
1213,AuTophaGy related,ATG10,Saccharomyces cerevisiae,,850684,,Decrease,Unannotated,fitness;;;1385;20421943
1214,AuTophaGy related,ATG13,Saccharomyces cerevisiae,,856315,,Decrease,Unannotated,fitness;;;1386;20421943
1215,AuTophaGy related,ATG14,Saccharomyces cerevisiae,,852425,,Decrease,Unannotated,fitness;;;1387;20421943
1216,AuTophaGy related,ATG2,Saccharomyces cerevisiae,,855479,,Decrease,Unannotated,fitness;;;1388;20421943
1217,AuTophaGy related,ATG29,Saccharomyces cerevisiae,,855937,,Decrease,Unannotated,fitness;;;1389;20421943
1218,AuTophaGy related,ATG7,Saccharomyces cerevisiae,,856576,70,Decrease,Unannotated,fitness;;;1390;20421943|fitness;;;1390;20421943
1219,AuTophaGy related,ATG9,Saccharomyces cerevisiae,,851406,,Decrease,Unannotated,fitness;;;1391;20421943
1220,Beige Protein Homolog,BPH1,Saccharomyces cerevisiae,,850398,,Decrease,Unannotated,fitness;;;1392;20421943
1221,Cytochrome B mRNA Processing,CBP2,Saccharomyces cerevisiae,,856347,,Decrease,Unannotated,fitness;;;1394;20421943
1222,COenzyme Q,COQ10,Saccharomyces cerevisiae,,854154,,Decrease,Unannotated,fitness;;;1395;20421943
1223,CORe protein of QH2 cytochrome c reductase,COR1,Saccharomyces cerevisiae,,852235,,Decrease,Unannotated,fitness;;;1396;20421943
1224,Copper TRansport,CTR1,Saccharomyces cerevisiae,,856241,,Increase and Decrease,Pro-Longevity,fitness;;;1398;20421943|fitness;;;1398;20421943|fitness;;;1398;20421943
1225,Doa4-Independent Degradation,DID2,Saccharomyces cerevisiae,,853906,,Decrease,Unannotated,fitness;;;1399;20421943
1226,Deletion of SUV3 Supressor,DSS1,Saccharomyces cerevisiae,,855331,,Increase and Decrease,Anti-Longevity,fitness;;;1401;20421943|fitness;;;1401;20421943
1227,Deficient in Utilization of Glutathione,DUG2,Saccharomyces cerevisiae,,852584,,Decrease,Unannotated,fitness;;;1402;20421943
1228,ExtraCellular Mutant,ECM33,Saccharomyces cerevisiae,,852370,,Decrease,Unannotated,fitness;;;1403;20421943
1229,ER protein Unnecessary for Growth,EUG1,Saccharomyces cerevisiae,,852130,,Decrease,Unannotated,fitness;;;1404;20421943
1230,EXOnuclease,EXO1,Saccharomyces cerevisiae,,854198,,Decrease,Unannotated,fitness;;;1405;20421943
1231,FATty acid transporter,FAT1,Saccharomyces cerevisiae,,852329,,Decrease,Unannotated,fitness;;;1406;20421943
1232,FUMarase,FUM1,Saccharomyces cerevisiae,,855866,,Decrease,Unannotated,fitness;;;1407;20421943
1233,GEnetic interactors of Prohibitins,GEP3,Saccharomyces cerevisiae,,854380,,Decrease,Unannotated,fitness;;;1408;20421943
1234,Guided Entry of Tailanchored proteins,GET2,Saccharomyces cerevisiae,,856817,,Decrease,Unannotated,fitness;;;1409;20421943
1235,Hmg2p ER Remodeling,HER2,Saccharomyces cerevisiae,,855338,,Decrease,Unannotated,fitness;;;1410;20421943
1236,Helicase in MItochondria,HMI1,Saccharomyces cerevisiae,,854058,,Decrease,Unannotated,fitness;;;1413;20421943
1237,HMG-coA Reductase Degradation,HRD3,Saccharomyces cerevisiae,,850904,,Decrease,Unannotated,fitness;;;1414;20421943
1238,Hydroxyacyl-Thioester Dehydratase,HTD2,Saccharomyces cerevisiae,,856464,,Decrease,Unannotated,fitness;;;1415;20421943
1239,HeXose Transporter,HXT5,Saccharomyces cerevisiae,,856496,,Decrease,Unannotated,fitness;;;1416;20421943
1240,INOsitol requiring,INO4,Saccharomyces cerevisiae,,854042,,Decrease,Unannotated,fitness;;;1417;20421943
1241,Inositol phosphoSphingolipid phospholipase C,ISC1,Saccharomyces cerevisiae,,856739,,Decrease,Pro-Longevity,fitness;;;1418;20421943|fitness;;;1418;20421943
1242,DnaJ protein Involved in ER-associated Degradation,JID1,Saccharomyces cerevisiae,,856174,,Decrease,Unannotated,fitness;;;1419;20421943
1243,Killer EXpression defective,KEX2,Saccharomyces cerevisiae,,855483,,Decrease,Unannotated,fitness;;;1420;20421943
1244,Local Anestheticum Sensitive,LAS21,Saccharomyces cerevisiae,,853384,,Decrease,Unannotated,fitness;;;1421;20421943
1245,LiPoamide Dehydrogenase ,LPD1,Saccharomyces cerevisiae,,850527,,Decrease,Unannotated,fitness;;;1422;20421943
1246,Like SM,LSM6,Saccharomyces cerevisiae,,851984,,Decrease,Unannotated,fitness;;;1423;20421943
1247,MonoCarboxylate transporter Homologue,MCH5,Saccharomyces cerevisiae,,854483,,Decrease,Unannotated,fitness;;;1424;20421943
1248,MItochondrial C1-tetrahydrofolate Synthase,MIS1,Saccharomyces cerevisiae,,852378,,Decrease,Unannotated,fitness;;;1426;20421943
1249,Mne1p,MNE1,Saccharomyces cerevisiae,,854532,,Decrease,Unannotated,fitness;;;1427;20421943
1250,MONensin sensitivity,MON2,Saccharomyces cerevisiae,,855420,,Decrease,Unannotated,fitness;;;1428;
1251,Mitochondrial Ribosomal Protein,MRP1,Saccharomyces cerevisiae,,851948,,Decrease,Unannotated,fitness;;;1429;20421943
1252,Mitochondrial Ribosomal Protein,MRP51,Saccharomyces cerevisiae,,855985,,Decrease,Unannotated,fitness;;;1431;20421943
1253,"Mitochondrial Ribosomal Protein, Large subunit",MRPL11,Saccharomyces cerevisiae,,851325,,Decrease,Unannotated,fitness;;;1432;20421943
1254,"Mitochondrial Ribosomal Protein, Large subunit",MRPL22,Saccharomyces cerevisiae,,855544,,Decrease,Unannotated,fitness;;;1433;20421943
1255,"Mitochondrial Ribosomal Protein, Large subunit",MRPL24,Saccharomyces cerevisiae,,855231,,Decrease,Unannotated,fitness;;;1434;20421943
1256,"Mitochondrial Ribosomal Protein, Large subunit",MRPL32,Saccharomyces cerevisiae,,850359,,Decrease,Unannotated,fitness;;;1435;20421943
1257,Mitochondrial RNA Splicing,MRS2,Saccharomyces cerevisiae,,854511,,Decrease,Unannotated,fitness;;;1436;20421943
1258,Maintenance of Telomere Capping,MTC7,Saccharomyces cerevisiae,,856678,,Decrease,Unannotated,fitness;;;1438;20421943
1259,Nuclear Accommodation of Mitochondria,NAM2,Saccharomyces cerevisiae,,851098,,Decrease,Unannotated,fitness;;;1440;20421943
1260,Nonsense-mediated MRNA Decay,NMD2,Saccharomyces cerevisiae,,856476,,Decrease,Unannotated,fitness;;;1441;20421943
1261,PETite colonies,PET117,Saccharomyces cerevisiae,,856786,,Decrease,Unannotated,fitness;;;1442;20421943
1262,PEroXisome related,PEX14,Saccharomyces cerevisiae,,852724,,Decrease,Unannotated,fitness;;;1445;20421943
1263,PEroXin,PEX2,Saccharomyces cerevisiae,,853219,,Decrease,Unannotated,fitness;;;1446;20421943
1264,PHOsphate metabolism,PHO23,Saccharomyces cerevisiae,,855626,,Decrease,Unannotated,fitness;;;1447;20421943
1265,PyroPhosphatAse,PPA2,Saccharomyces cerevisiae,,855309,,Decrease,Unannotated,fitness;;;1448;20421943
1266,Plasma membrane protein Upregulated during Nitrogen stress,PUN1,Saccharomyces cerevisiae,,851132,,Decrease,Unannotated,fitness;;;1449;20421943
1267,Qri5p,QRI5,Saccharomyces cerevisiae,,850901,,Decrease,Unannotated,fitness;;;1450;20421943
1268,RADiation sensitive,RAD10,Saccharomyces cerevisiae,,854878,,Decrease,Unannotated,fitness;;;1451;
1269,RADiation sensitive,RAD4,Saccharomyces cerevisiae,,856909,,Decrease,Unannotated,fitness;;;1452;20421943
1270,Ribosomal Protein P2 Alpha,RPP2A,Saccharomyces cerevisiae,,854118,,Increase and Decrease,Anti-Longevity,fitness;;;1453;20421943|fitness;;;1453;20421943
1271,Required for Respiratory Growth,RRG7,Saccharomyces cerevisiae,,854482,,Decrease,Unannotated,fitness;;;1454;20421943
1272,Required for Respiratory Growth,RRG9,Saccharomyces cerevisiae,,855508,,Decrease,Unannotated,fitness;;;1455;20421943
1273,Ribosomal Small subunit of Mitochondria,RSM18,Saccharomyces cerevisiae,,856776,,Decrease,Unannotated,fitness;;;1456;20421943
1274,Restriction of Telomere Capping,RTC2,Saccharomyces cerevisiae,,852444,,Decrease,Unannotated,fitness;;;1457;20421943
1275,Sexual AGglutination,SAG1,Saccharomyces cerevisiae,,853460,,Decrease,Unannotated,fitness;;;1458;20421943
1276,S. cerevisiae protein involved in the Control of Ploidy,SCP160,Saccharomyces cerevisiae,,853365,,Increase and Decrease,Anti-Longevity,fitness;;;1459;20421943|fitness;;;1459;20421943|fitness;;;1459;20421943
1277,SECretory,SEC66,Saccharomyces cerevisiae,,852469,,Decrease,Unannotated,fitness;;;1460;20421943
1278,SURF Homolog of Yeast,SHY1,Saccharomyces cerevisiae,,853009,,Decrease,Unannotated,fitness;;;1461;20421943
1279,SuPpressor of Ty,SPT8,Saccharomyces cerevisiae,,850744,,Decrease,Unannotated,fitness;;;1463;20421943
1280,Suppressor of rho3,SRO77,Saccharomyces cerevisiae,,852168,,Decrease,Unannotated,fitness;;;1465;20421943
1281,Sso2p,SSO2,Saccharomyces cerevisiae,,855221,,Decrease,Unannotated,fitness;;;1466;20421943
1282,Saccharomyces WEe1,SWE1,Saccharomyces cerevisiae,,853252,,Decrease,Unannotated,fitness;;;1468;
1283,Trna AcetylatioN,TAN1,Saccharomyces cerevisiae,,852619,,Decrease,Unannotated,fitness;;;1469;20421943
1284,THReonine requiring,THR4,Saccharomyces cerevisiae,,850420,,Decrease,Unannotated,fitness;;;1471;20421943
1285,Target Of Sbf,TOS8,Saccharomyces cerevisiae,,852783,,Increase and Decrease,Anti-Longevity,fitness;;;1472;20421943|fitness;;;1472;20421943
